timestamp,pickup,dropoff,stop,vehicle,time,date
8/20/2021 7:56,1,0,Erie,Wolverine,7:55:00,8/20/2021
8/20/2021 7:58,0,1,Petoskey,Wolverine,7:58:00,8/20/2021
8/20/2021 8:18,1,0,Michigan,Mantra,8:17:00,8/20/2021
8/20/2021 8:22,0,1,Beach,Mantra,8:22:00,8/20/2021
8/20/2021 8:33,1,0,Huron,Mantra,8:28:00,8/20/2021
8/20/2021 8:40,0,1,Michigan,Mantra,8:39:00,8/20/2021
8/20/2021 8:57,1,0,Huron,Mantra,8:57:00,8/20/2021
8/20/2021 9:03,0,1,St. Claire,Mantra,9:01:00,8/20/2021
8/20/2021 9:27,1,0,Superior,Lake,9:26:00,8/20/2021
8/20/2021 9:28,0,1,Crystal,Lake,9:28:00,8/20/2021
8/20/2021 9:56,1,0,Huron,Mantra,9:56:00,8/20/2021
8/20/2021 10:07,0,1,Crystal,Mantra,10:07:00,8/20/2021
8/20/2021 10:09,1,0,Crystal,Cloud,10:00:00,8/20/2021
8/20/2021 10:09,0,1,Huron,Cloud,10:09:00,8/20/2021
8/20/2021 10:27,1,0,Crystal,Cloud,10:25:00,8/20/2021
8/20/2021 10:33,0,1,Huron,Cloud,10:33:00,8/20/2021
8/20/2021 10:52,1,0,Michigan,Lake,10:52:00,8/20/2021
8/20/2021 10:55,3,0,Michigan,Wolverine,10:55:00,8/20/2021
8/20/2021 10:57,0,1,Crystal,Lake,10:57:00,8/20/2021
8/20/2021 11:00,0,3,Beach,Wolverine,11:00:00,8/20/2021
8/20/2021 11:19,1,0,Superior,Lake,11:19:00,8/20/2021
8/20/2021 11:27,0,1,St. Claire,Lake,11:27:00,8/20/2021
8/20/2021 11:35,3,0,Erie,Mantra,11:34:00,8/20/2021
8/20/2021 11:44,0,3,Beach,Mantra,11:44:00,8/20/2021
8/20/2021 11:53,2,0,Crystal,Wolverine,11:53:00,8/20/2021
8/20/2021 12:01,0,2,Huron,Wolverine,0:01:00,8/20/2021
8/20/2021 12:18,2,0,Beach,Wolverine,12:18:00,8/20/2021
8/20/2021 12:19,3,0,Beach,Mantra,12:18:00,8/20/2021
8/20/2021 12:28,0,3,Superior,Mantra,12:28:00,8/20/2021
8/20/2021 12:29,0,2,Superior,Wolverine,12:28:00,8/20/2021
8/20/2021 12:30,1,0,Petoskey,Lake,12:30:00,8/20/2021
8/20/2021 12:35,0,1,Beach,Lake,12:35:00,8/20/2021
8/20/2021 12:39,2,0,Huron,Mantra,12:39:00,8/20/2021
8/20/2021 12:41,1,0,Michigan,Wolverine,12:40:00,8/20/2021
8/20/2021 12:49,0,1,Huron,Wolverine,12:48:00,8/20/2021
8/20/2021 12:53,0,2,Crystal,Mantra,12:51:00,8/20/2021
8/20/2021 12:58,1,0,Huron,Cloud,12:57:00,8/20/2021
8/20/2021 13:04,0,1,Erie,Cloud,13:04:00,8/20/2021
8/20/2021 13:34,1,0,Huron,Lake,13:34:00,8/20/2021
8/20/2021 13:40,0,1,Beach,Lake,13:40:00,8/20/2021
8/20/2021 13:51,1,0,Erie,Rock,13:50:00,8/20/2021
8/20/2021 14:06,0,1,Huron,Rock,14:04:00,8/20/2021
8/20/2021 14:27,1,0,Michigan,Cloud,14:27:00,8/20/2021
8/20/2021 14:33,0,1,Crystal,Cloud,14:32:00,8/20/2021
8/20/2021 15:35,1,0,St. Claire,Lake,15:34:00,8/20/2021
8/20/2021 15:45,0,1,Huron,Lake,15:44:00,8/20/2021
8/20/2021 15:48,1,0,Michigan,Wolverine,15:48:00,8/20/2021
8/20/2021 15:53,0,1,Superior,Wolverine,15:52:00,8/20/2021
8/20/2021 15:54,1,0,Erie,Lake,15:53:00,8/20/2021
8/20/2021 15:58,1,0,Ontario,Wolverine,15:58:00,8/20/2021
8/20/2021 16:00,0,1,Beach,Lake,16:00:00,8/20/2021
8/20/2021 16:03,1,0,Superior,Rock,16:03:00,8/20/2021
8/20/2021 16:04,0,1,Huron,Wolverine,16:04:00,8/20/2021
8/20/2021 16:10,0,1,Michigan,Rock,16:09:00,8/20/2021
8/20/2021 16:30,1,0,Petoskey,Mantra,16:30:00,8/20/2021
8/20/2021 16:42,0,1,Huron,Mantra,16:42:00,8/20/2021
8/20/2021 16:54,1,0,Superior,Rock,16:50:00,8/20/2021
8/20/2021 16:54,0,1,Beach,Rock,16:53:00,8/20/2021
8/23/2021 7:26,1,0,Huron,Mantra,7:26:00,8/23/2021
8/23/2021 7:32,0,1,Erie,Mantra,7:32:00,8/23/2021
8/23/2021 7:46,1,0,Petoskey,Wolverine,7:45:00,8/23/2021
8/23/2021 7:49,0,1,Superior,Wolverine,7:49:00,8/23/2021
8/23/2021 9:29,1,0,Huron,Wolverine,9:29:00,8/23/2021
8/23/2021 9:31,1,0,Huron,Lake,9:31:00,8/23/2021
8/23/2021 9:37,0,1,Erie,Lake,9:37:00,8/23/2021
8/23/2021 9:39,0,1,Crystal,Wolverine,9:38:00,8/23/2021
8/23/2021 10:27,1,0,Crystal,Rock,10:27:00,8/23/2021
8/23/2021 10:32,0,1,St. Claire,Rock,10:32:00,8/23/2021
8/23/2021 11:48,1,0,Superior,Lake,11:48:00,8/23/2021
8/23/2021 11:54,0,1,Huron,Lake,11:55:00,8/23/2021
8/23/2021 13:07,1,0,Erie,Wolverine,13:06:00,8/23/2021
8/23/2021 13:39,0,1,Erie,Wolverine,13:37:00,8/23/2021
8/23/2021 13:40,1,0,Erie,Wolverine,13:38:00,8/23/2021
8/23/2021 13:55,0,1,Beach,Wolverine,13:53:00,8/23/2021
8/23/2021 14:11,1,0,Beach,Cloud,14:10:00,8/23/2021
8/23/2021 14:15,0,1,Huron,Cloud,14:14:00,8/23/2021
8/23/2021 14:33,1,0,St. Claire,Wolverine,14:33:00,8/23/2021
8/23/2021 14:45,0,1,Huron,Wolverine,14:44:00,8/23/2021
8/23/2021 14:59,1,0,Petoskey,Wolverine,14:59:00,8/23/2021
8/23/2021 15:10,0,1,Huron,Wolverine,15:10:00,8/23/2021
8/23/2021 15:12,1,0,Ontario,Mantra,15:12:00,8/23/2021
8/23/2021 15:23,0,1,Superior,Mantra,15:23:00,8/23/2021
8/23/2021 15:40,1,0,Michigan,Mantra,15:32:00,8/23/2021
8/23/2021 15:41,0,1,Superior,Mantra,15:39:00,8/23/2021
8/23/2021 15:43,1,0,Superior,Mantra,15:42:00,8/23/2021
8/23/2021 15:50,0,1,Beach,Mantra,15:42:00,8/23/2021
8/23/2021 15:58,1,0,Huron,Mantra,15:58:00,8/23/2021
8/23/2021 16:04,0,1,Erie,Mantra,16:04:00,8/23/2021
8/23/2021 16:05,1,0,Huron,Lake,16:05:00,8/23/2021
8/23/2021 16:12,0,1,St. Claire,Lake,16:12:00,8/23/2021
8/23/2021 17:13,1,0,Erie,Wolverine,17:13:00,8/23/2021
8/23/2021 17:19,1,0,Erie,Mantra,17:19:00,8/23/2021
8/23/2021 17:28,0,1,Huron,Wolverine,17:28:00,8/23/2021
8/23/2021 17:32,0,1,Huron,Mantra,17:32:00,8/23/2021
8/23/2021 17:54,1,0,Beach,Mantra,17:54:00,8/23/2021
8/23/2021 17:54,2,0,St. Claire,Wolverine,17:54:00,8/23/2021
8/23/2021 18:06,0,1,Superior,Mantra,18:05:00,8/23/2021
8/23/2021 18:13,0,2,Huron,Wolverine,18:13:00,8/23/2021
8/23/2021 18:31,1,0,Superior,Wolverine,18:29:00,8/23/2021
8/23/2021 18:33,0,1,Beach,Wolverine,18:33:00,8/23/2021
8/23/2021 18:37,2,0,Crystal,Cloud,18:37:00,8/23/2021
8/23/2021 18:44,0,2,Huron,Cloud,18:43:00,8/23/2021
8/24/2021 7:33,2,0,Huron,Lake,7:33:00,8/24/2021
8/24/2021 7:40,0,1,Erie,Lake,7:40:00,8/24/2021
8/24/2021 7:45,0,1,Michigan,Lake,7:45:00,8/24/2021
8/24/2021 8:04,1,0,Huron,Lake,8:04:00,8/24/2021
8/24/2021 8:06,1,0,Erie,Wolverine,8:06:00,8/24/2021
8/24/2021 8:10,0,1,St. Claire,Lake,8:10:00,8/24/2021
8/24/2021 8:14,0,1,Beach,Wolverine,8:13:00,8/24/2021
8/24/2021 9:26,1,0,Huron,Mantra,9:25:00,8/24/2021
8/24/2021 9:32,0,1,Crystal,Mantra,9:32:00,8/24/2021
8/24/2021 10:15,1,0,Huron,Wolverine,9:55:00,8/24/2021
8/24/2021 10:15,0,1,St. Claire,Wolverine,10:00:00,8/24/2021
8/24/2021 10:20,1,0,Beach,Wolverine,10:20:00,8/24/2021
8/24/2021 10:31,0,1,Erie,Cloud,10:26:00,8/24/2021
8/24/2021 10:45,1,0,Huron,Mantra,10:45:00,8/24/2021
8/24/2021 10:56,0,1,Petoskey,Mantra,10:56:00,8/24/2021
8/24/2021 11:40,2,0,Superior,Rock,11:40:00,8/24/2021
8/24/2021 11:44,0,2,Beach,Rock,11:44:00,8/24/2021
8/24/2021 12:11,2,0,Superior,Rock,12:11:00,8/24/2021
8/24/2021 12:19,0,2,Huron,Rock,12:19:00,8/24/2021
8/24/2021 13:33,1,0,St. Claire,Lake,13:27:00,8/24/2021
8/24/2021 13:34,0,1,Beach,Lake,13:32:00,8/24/2021
8/24/2021 13:40,1,0,Superior,Rock,13:40:00,8/24/2021
8/24/2021 13:44,0,1,Ontario,Rock,13:44:00,8/24/2021
8/24/2021 14:49,1,0,Beach,Wolverine,14:49:00,8/24/2021
8/24/2021 14:58,1,0,Crystal,Lake,14:58:00,8/24/2021
8/24/2021 15:04,0,1,Superior,Wolverine,15:04:00,8/24/2021
8/24/2021 15:07,0,1,Huron,Lake,15:07:00,8/24/2021
8/24/2021 15:52,1,0,Erie,Wolverine,15:51:00,8/24/2021
8/24/2021 16:09,0,1,Huron,Wolverine,16:07:00,8/24/2021
8/24/2021 16:43,1,0,Michigan,Mantra,16:43:00,8/24/2021
8/24/2021 17:06,0,1,Huron,Mantra,17:05:00,8/24/2021
8/24/2021 17:21,1,0,Huron,Lake,17:21:00,8/24/2021
8/24/2021 17:33,0,1,Superior,Lake,17:32:00,8/24/2021
8/24/2021 18:02,1,0,Michigan,Lake,17:54:00,8/24/2021
8/24/2021 18:03,0,1,Superior,Lake,18:02:00,8/24/2021
8/24/2021 18:45,2,0,Crystal,Mantra,18:44:00,8/24/2021
8/24/2021 18:52,0,2,Huron,Mantra,18:52:00,8/24/2021
8/25/2021 7:50,1,0,Ontario,Lake,7:49:00,8/25/2021
8/25/2021 7:57,0,1,Huron,Lake,7:57:00,8/25/2021
8/25/2021 8:18,1,0,Huron,Rock,8:18:00,8/25/2021
8/25/2021 8:25,0,1,Erie,Rock,8:24:00,8/25/2021
8/25/2021 9:20,1,0,Huron,Mantra,9:20:00,8/25/2021
8/25/2021 9:25,0,1,Crystal,Mantra,9:25:00,8/25/2021
8/25/2021 9:38,1,0,Huron,Lake,9:37:00,8/25/2021
8/25/2021 9:51,0,1,Crystal,Lake,9:50:00,8/25/2021
8/25/2021 10:02,2,0,Erie,Lake,10:02:00,8/25/2021
8/25/2021 10:09,0,2,Erie,Lake,10:09:00,8/25/2021
8/25/2021 11:03,2,0,Michigan,Mantra,11:01:00,8/25/2021
8/25/2021 11:06,0,1,Beach,Mantra,11:06:00,8/25/2021
8/25/2021 11:08,0,1,St. Claire,Mantra,11:09:00,8/25/2021
8/25/2021 11:32,1,0,Huron,Cloud,11:18:00,8/25/2021
8/25/2021 11:32,0,1,Erie,Cloud,11:23:00,8/25/2021
8/25/2021 11:41,1,0,Erie,Wolverine,11:39:00,8/25/2021
8/25/2021 11:54,0,1,Huron,Wolverine,11:53:00,8/25/2021
8/25/2021 12:16,2,0,St. Claire,Cloud,12:16:00,8/25/2021
8/25/2021 12:21,0,2,Michigan,Cloud,12:21:00,8/25/2021
8/25/2021 13:22,1,0,Beach,Rock,13:22:00,8/25/2021
8/25/2021 13:29,0,1,St. Claire,Rock,13:29:00,8/25/2021
8/25/2021 13:47,3,0,Huron,Rock,13:47:00,8/25/2021
8/25/2021 13:48,1,0,Beach,Mantra,13:48:00,8/25/2021
8/25/2021 13:53,0,1,Michigan,Mantra,13:53:00,8/25/2021
8/25/2021 13:55,0,3,Erie,Rock,13:53:00,8/25/2021
8/25/2021 14:18,2,0,St. Claire,Mantra,14:15:00,8/25/2021
8/25/2021 14:19,0,2,Erie,Mantra,14:18:00,8/25/2021
8/25/2021 14:24,2,0,Michigan,Mantra,14:24:00,8/25/2021
8/25/2021 14:31,0,2,St. Claire,Mantra,14:31:00,8/25/2021
8/25/2021 14:37,1,0,Huron,Cloud,14:30:00,8/25/2021
8/25/2021 14:37,0,1,St. Claire,Cloud,14:37:00,8/25/2021
8/25/2021 14:52,2,0,Erie,Rock,14:51:00,8/25/2021
8/25/2021 15:01,0,2,Beach,Rock,15:00:00,8/25/2021
8/25/2021 15:37,2,0,Beach,Mantra,15:37:00,8/25/2021
8/25/2021 15:45,0,2,Huron,Mantra,15:45:00,8/25/2021
8/25/2021 16:29,1,0,St. Claire,Mantra,16:24:00,8/25/2021
8/25/2021 16:30,0,1,Michigan,Mantra,16:30:00,8/25/2021
8/25/2021 17:03,1,0,Erie,Mantra,17:02:00,8/25/2021
8/25/2021 17:07,1,0,Crystal,Wolverine,17:05:00,8/25/2021
8/25/2021 17:15,0,1,Huron,Mantra,17:14:00,8/25/2021
8/25/2021 17:17,0,1,Huron,Wolverine,17:17:00,8/25/2021
8/25/2021 17:54,2,0,St. Claire,Wolverine,17:52:00,8/25/2021
8/25/2021 18:02,0,2,Huron,Wolverine,6:02:00,8/25/2021
8/25/2021 18:06,1,0,Michigan,Mantra,18:05:00,8/25/2021
8/25/2021 18:14,0,1,Huron,Mantra,18:14:00,8/25/2021
8/25/2021 18:31,1,0,Crystal,Lake,18:31:00,8/25/2021
8/25/2021 18:39,0,1,Huron,Lake,18:39:00,8/25/2021
8/25/2021 18:57,2,0,Michigan,Mantra,18:55:00,8/25/2021
8/26/2021 6:24,0,2,Huron,Mantra,19:07:00,8/25/2021
8/26/2021 7:59,1,0,Huron,Mantra,7:58:00,8/26/2021
8/26/2021 8:06,0,1,Erie,Mantra,8:06:00,8/26/2021
8/26/2021 8:11,1,0,Huron,Lake,8:10:00,8/26/2021
8/26/2021 8:16,0,1,Beach,Lake,8:15:00,8/26/2021
8/26/2021 8:18,1,0,Superior,Mantra,8:18:00,8/26/2021
8/26/2021 8:21,0,1,Beach,Mantra,8:20:00,8/26/2021
8/26/2021 8:38,1,0,Huron,Wolverine,8:38:00,8/26/2021
8/26/2021 8:50,0,1,Erie,Wolverine,8:48:00,8/26/2021
8/26/2021 9:18,1,0,Huron,Lake,9:18:00,8/26/2021
8/26/2021 9:24,1,0,Huron,Rock,9:25:00,8/26/2021
8/26/2021 9:29,0,1,Crystal,Lake,9:29:00,8/26/2021
8/26/2021 9:30,0,1,Erie,Rock,9:30:00,8/26/2021
8/26/2021 9:47,1,0,Huron,Mantra,9:46:00,8/26/2021
8/26/2021 9:57,1,0,Erie,Rock,9:56:00,8/26/2021
8/26/2021 10:01,0,1,Crystal,Mantra,10:01:00,8/26/2021
8/26/2021 10:13,0,1,Huron,Rock,10:13:00,8/26/2021
8/26/2021 10:34,1,0,Ontario,Wolverine,10:34:00,8/26/2021
8/26/2021 10:45,0,1,Superior,Wolverine,10:45:00,8/26/2021
8/26/2021 10:56,1,0,Ontario,Mantra,10:53:00,8/26/2021
8/26/2021 10:57,0,1,Huron,Mantra,10:57:00,8/26/2021
8/26/2021 11:25,1,0,Huron,Wolverine,11:14:00,8/26/2021
8/26/2021 11:26,0,1,Ontario,Wolverine,11:24:00,8/26/2021
8/26/2021 13:15,1,0,Crystal,Rock,13:15:00,8/26/2021
8/26/2021 13:20,2,0,Michigan,Wolverine,13:19:00,8/26/2021
8/26/2021 13:24,0,2,Beach,Wolverine,13:24:00,8/26/2021
8/26/2021 13:25,0,1,Huron,Rock,13:25:00,8/26/2021
8/26/2021 13:26,1,0,Huron,Rock,13:25:00,8/26/2021
8/26/2021 13:27,1,0,Ontario,Wolverine,13:27:00,8/26/2021
8/26/2021 13:31,0,1,Beach,Rock,13:31:00,8/26/2021
8/26/2021 13:34,0,1,Huron,Wolverine,13:34:00,8/26/2021
8/26/2021 14:12,1,0,Superior,Wolverine,14:12:00,8/26/2021
8/26/2021 14:15,2,0,Michigan,Rock,14:15:00,8/26/2021
8/26/2021 14:23,0,2,St. Claire,Rock,14:21:00,8/26/2021
8/26/2021 14:23,0,1,Huron,Wolverine,14:22:00,8/26/2021
8/26/2021 14:25,1,0,Michigan,Lake,14:22:00,8/26/2021
8/26/2021 14:38,0,1,Beach,Lake,14:29:00,8/26/2021
8/26/2021 14:39,1,0,Petoskey,Wolverine,14:39:00,8/26/2021
8/26/2021 14:42,0,1,Superior,Wolverine,14:42:00,8/26/2021
8/26/2021 14:54,1,0,Huron,Wolverine,14:54:00,8/26/2021
8/26/2021 14:59,0,1,St. Claire,Wolverine,14:58:00,8/26/2021
8/26/2021 15:01,1,0,Beach,Rock,15:01:00,8/26/2021
8/26/2021 15:50,1,0,Huron,Mantra,15:50:00,8/26/2021
8/26/2021 16:01,0,1,Superior,Mantra,16:00:00,8/26/2021
8/26/2021 16:40,2,0,St. Claire,Mantra,16:40:00,8/26/2021
8/26/2021 16:46,0,2,Michigan,Mantra,16:46:00,8/26/2021
8/26/2021 17:26,1,0,Superior,Rock,17:26:00,8/26/2021
8/26/2021 17:26,0,1,Huron,Rock,15:07:00,8/26/2021
8/26/2021 17:28,1,0,St. Claire,Lake,15:03:00,8/26/2021
8/26/2021 17:28,0,1,Superior,Lake,15:10:00,8/26/2021
8/26/2021 17:32,1,0,Erie,Wolverine,17:32:00,8/26/2021
8/26/2021 17:38,0,1,Huron,Rock,17:38:00,8/26/2021
8/26/2021 17:45,0,1,Huron,Wolverine,17:45:00,8/26/2021
8/26/2021 18:04,1,0,Huron,Wolverine,18:01:00,8/26/2021
8/26/2021 18:14,1,0,Michigan,Rock,18:13:00,8/26/2021
8/26/2021 18:15,1,0,Huron,Lake,18:14:00,8/26/2021
8/26/2021 18:15,0,1,Beach,Wolverine,18:15:00,8/26/2021
8/26/2021 18:18,0,1,Beach,Rock,18:17:00,8/26/2021
8/26/2021 18:24,0,1,Superior,Lake,18:24:00,8/26/2021
8/26/2021 18:48,1,0,Huron,Wolverine,18:42:00,8/26/2021
8/26/2021 18:50,0,1,Beach,Wolverine,18:50:00,8/26/2021
8/27/2021 7:43,1,0,Superior,Lake,7:43:00,8/27/2021
8/27/2021 7:48,1,0,Huron,Mantra,7:48:00,8/27/2021
8/27/2021 7:50,0,1,Michigan,Lake,7:49:00,8/27/2021
8/27/2021 7:56,0,1,Erie,Mantra,7:55:00,8/27/2021
8/27/2021 8:17,1,0,Huron,Mantra,8:17:00,8/27/2021
8/27/2021 8:22,0,1,Beach,Mantra,8:22:00,8/27/2021
8/27/2021 8:26,1,0,Huron,Lake,8:26:00,8/27/2021
8/27/2021 8:33,0,1,Erie,Lake,8:33:00,8/27/2021
8/27/2021 9:23,1,0,Huron,Mantra,9:23:00,8/27/2021
8/27/2021 9:34,0,1,Crystal,Mantra,9:34:00,8/27/2021
8/27/2021 9:43,1,0,Erie,Lake,9:40:00,8/27/2021
8/27/2021 9:48,0,1,Superior,Lake,9:47:00,8/27/2021
8/27/2021 9:59,2,0,Superior,Mantra,9:59:00,8/27/2021
8/27/2021 10:03,0,2,Beach,Mantra,10:01:00,8/27/2021
8/27/2021 10:08,3,0,Superior,Lake,10:07:00,8/27/2021
8/27/2021 10:15,0,3,Huron,Lake,10:14:00,8/27/2021
8/27/2021 10:15,1,0,Huron,Lake,10:15:00,8/27/2021
8/27/2021 10:20,0,1,Beach,Lake,10:20:00,8/27/2021
8/27/2021 10:40,1,0,Michigan,Wolverine,10:40:00,8/27/2021
8/27/2021 10:44,0,1,Beach,Wolverine,10:44:00,8/27/2021
8/27/2021 11:01,2,0,Petoskey,Rock,11:00:00,8/27/2021
8/27/2021 11:21,0,2,Huron,Rock,11:15:00,8/27/2021
8/27/2021 11:24,2,0,Huron,Wolverine,11:23:00,8/27/2021
8/27/2021 11:27,1,0,Ontario,Mantra,11:27:00,8/27/2021
8/27/2021 11:36,0,2,Petoskey,Wolverine,11:36:00,8/27/2021
8/27/2021 11:36,0,1,Superior,Mantra,11:36:00,8/27/2021
8/27/2021 11:47,1,0,St. Claire,Rock,11:47:00,8/27/2021
8/27/2021 11:49,0,1,Erie,Rock,11:50:00,8/27/2021
8/27/2021 11:54,3,0,Huron,Mantra,11:54:00,8/27/2021
8/27/2021 12:03,1,0,Crystal,Rock,12:03:00,8/27/2021
8/27/2021 12:06,0,3,Superior,Mantra,12:06:00,8/27/2021
8/27/2021 12:12,0,1,Huron,Rock,12:12:00,8/27/2021
8/27/2021 12:33,1,0,Ontario,Rock,12:33:00,8/27/2021
8/27/2021 12:37,2,0,Michigan,Lake,12:37:00,8/27/2021
8/27/2021 12:40,0,2,Beach,Lake,12:40:00,8/27/2021
8/27/2021 12:43,0,1,St. Claire,Rock,12:42:00,8/27/2021
8/27/2021 12:54,1,0,Huron,Wolverine,12:54:00,8/27/2021
8/27/2021 13:05,0,1,Crystal,Wolverine,13:05:00,8/27/2021
8/27/2021 13:07,1,0,Huron,Lake,13:07:00,8/27/2021
8/27/2021 13:12,2,0,Michigan,Rock,13:11:00,8/27/2021
8/27/2021 13:13,0,1,Beach,Lake,13:13:00,8/27/2021
8/27/2021 13:27,0,2,St. Claire,Rock,13:27:00,8/27/2021
8/27/2021 13:44,1,0,Huron,Wolverine,13:43:00,8/27/2021
8/27/2021 13:49,0,1,St. Claire,Wolverine,13:49:00,8/27/2021
8/27/2021 14:15,2,0,Michigan,Mantra,14:15:00,8/27/2021
8/27/2021 14:22,0,2,St. Claire,Mantra,14:22:00,8/27/2021
8/27/2021 14:38,1,0,Huron,Wolverine,14:38:00,8/27/2021
8/27/2021 14:43,0,1,Beach,Wolverine,14:43:00,8/27/2021
8/27/2021 15:07,1,0,Beach,Mantra,15:07:00,8/27/2021
8/27/2021 15:14,0,1,Petoskey,Mantra,15:14:00,8/27/2021
8/27/2021 15:20,0,1,Michigan,Mantra,15:20:00,8/27/2021
8/27/2021 15:27,1,0,St. Claire,Mantra,15:10:00,8/27/2021
8/27/2021 15:43,1,0,Ontario,Rock,15:43:00,8/27/2021
8/27/2021 15:47,1,0,St. Claire,Mantra,15:37:00,8/27/2021
8/27/2021 15:50,0,1,Huron,Rock,15:50:00,8/27/2021
8/27/2021 15:54,0,1,Huron,Mantra,15:54:00,8/27/2021
8/27/2021 16:15,1,0,St. Claire,Mantra,16:14:00,8/27/2021
8/27/2021 16:16,0,1,Michigan,Mantra,16:16:00,8/27/2021
8/27/2021 17:35,1,0,Michigan,Mantra,17:35:00,8/27/2021
8/27/2021 17:37,1,0,Huron,Wolverine,17:36:00,8/27/2021
8/27/2021 17:42,1,0,Huron,Lake,17:42:00,8/27/2021
8/27/2021 17:45,0,1,St. Claire,Mantra,17:43:00,8/27/2021
8/27/2021 17:45,0,1,Beach,Wolverine,17:42:00,8/27/2021
8/27/2021 17:49,0,1,Petoskey,Lake,17:48:00,8/27/2021
8/27/2021 18:16,2,0,Ontario,Lake,18:15:00,8/27/2021
8/27/2021 18:22,2,0,Beach,Mantra,18:22:00,8/27/2021
8/27/2021 18:26,0,2,Superior,Lake,18:26:00,8/27/2021
8/27/2021 18:30,0,2,Superior,Mantra,18:30:00,8/27/2021
8/30/2021 7:47,1,0,Ontario,Mantra,7:47:00,8/30/2021
8/30/2021 7:54,0,1,Huron,Mantra,7:53:00,8/30/2021
8/30/2021 7:54,1,0,Huron,Mantra,7:54:00,8/30/2021
8/30/2021 8:03,0,1,Erie,Mantra,8:03:00,8/30/2021
8/30/2021 8:35,2,0,Michigan,Mantra,8:34:00,8/30/2021
8/30/2021 8:37,0,2,Beach,Mantra,8:37:00,8/30/2021
8/30/2021 8:38,1,0,Huron,Rock,8:37:00,8/30/2021
8/30/2021 8:46,0,2,Erie,Rock,8:42:00,8/30/2021
8/30/2021 8:50,1,0,Huron,Wolverine,8:49:00,8/30/2021
8/30/2021 9:06,1,0,Superior,Wolverine,9:06:00,8/30/2021
8/30/2021 9:13,0,1,Huron,Wolverine,9:13:00,8/30/2021
8/30/2021 9:30,0,1,Superior,Wolverine,9:05:00,8/30/2021
8/30/2021 9:35,1,0,Michigan,Cloud,9:35:00,8/30/2021
8/30/2021 9:38,0,1,Beach,Cloud,9:38:00,8/30/2021
8/30/2021 9:40,1,0,Huron,Wolverine,9:39:00,8/30/2021
8/30/2021 9:49,0,1,Crystal,Wolverine,9:49:00,8/30/2021
8/30/2021 9:59,1,0,Huron,Wolverine,9:59:00,8/30/2021
8/30/2021 10:08,0,1,Beach,Wolverine,10:08:00,8/30/2021
8/30/2021 10:09,1,0,Huron,Mantra,10:09:00,8/30/2021
8/30/2021 10:18,0,1,Erie,Mantra,10:18:00,8/30/2021
8/30/2021 11:00,1,0,Michigan,Rock,10:59:00,8/30/2021
8/30/2021 11:06,0,1,St. Claire,Rock,11:06:00,8/30/2021
8/30/2021 11:15,1,0,Michigan,Rock,11:15:00,8/30/2021
8/30/2021 11:19,0,1,Beach,Rock,11:18:00,8/30/2021
8/30/2021 11:31,1,0,Michigan,Cloud,11:31:00,8/30/2021
8/30/2021 11:33,0,1,Beach,Cloud,11:33:00,8/30/2021
8/30/2021 11:53,1,0,Michigan,Mantra,11:52:00,8/30/2021
8/30/2021 11:54,2,0,Huron,Rock,11:54:00,8/30/2021
8/30/2021 11:55,0,1,Beach,Mantra,11:55:00,8/30/2021
8/30/2021 12:06,0,2,Superior,Rock,12:06:00,8/30/2021
8/30/2021 12:15,1,0,Superior,Cloud,12:15:00,8/30/2021
8/30/2021 12:22,0,1,Huron,Cloud,12:22:00,8/30/2021
8/30/2021 12:58,1,0,Huron,Lake,12:57:00,8/30/2021
8/30/2021 13:07,0,1,Superior,Lake,13:07:00,8/30/2021
8/30/2021 14:04,1,0,Huron,Rock,14:04:00,8/30/2021
8/30/2021 14:13,0,1,Ontario,Rock,14:12:00,8/30/2021
8/30/2021 14:35,2,0,Superior,Rock,14:34:00,8/30/2021
8/30/2021 14:42,0,2,Michigan,Rock,14:42:00,8/30/2021
8/30/2021 16:26,1,1,Beach,Rock,16:26:00,8/30/2021
8/30/2021 16:38,1,1,Huron,Rock,16:38:00,8/30/2021
8/30/2021 16:46,0,1,Michigan,Rock,16:46:00,8/30/2021
8/30/2021 16:56,1,0,Crystal,Rock,16:56:00,8/30/2021
8/30/2021 16:59,1,0,Erie,Mantra,16:59:00,8/30/2021
8/30/2021 17:10,0,1,Huron,Rock,17:10:00,8/30/2021
8/30/2021 17:20,0,1,Huron,Mantra,17:19:00,8/30/2021
8/30/2021 17:33,2,0,Michigan,Mantra,17:33:00,8/30/2021
8/30/2021 17:39,1,0,St. Claire,Cloud,17:39:00,8/30/2021
8/30/2021 17:42,0,1,Huron,Mantra,17:42:00,8/30/2021
8/30/2021 17:47,0,1,St. Claire,Mantra,17:47:00,8/30/2021
8/30/2021 17:52,0,1,Huron,Cloud,17:52:00,8/30/2021
8/30/2021 18:02,2,0,St. Claire,Cloud,18:01:00,8/30/2021
8/30/2021 18:07,0,2,Michigan,Cloud,18:07:00,8/30/2021
8/30/2021 18:19,1,0,Huron,Rock,18:19:00,8/30/2021
8/30/2021 18:25,0,1,Beach,Rock,18:25:00,8/30/2021
8/30/2021 18:34,1,0,Michigan,Mantra,18:34:00,8/30/2021
8/30/2021 18:39,1,0,St. Claire,Mantra,18:39:00,8/30/2021
8/31/2021 7:33,1,0,Michigan,Wolverine,7:32:00,8/31/2021
8/31/2021 7:42,0,1,Huron,Wolverine,7:41:00,8/31/2021
